# N M B speedup l1_naiv l1_opt l2_naiv l2_opt l3_naiv l3_opt
1.000000000000000000e+04 1.000000000000000000e+04 2.930000000000000000e+02 1.010000000000000009e+00 1.063000000000000000e+09 1.059000000000000000e+09 1.072000000000000000e+09 1.038000000000000000e+08 6.255000000000000000e+07 6.671000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 4.240000000000000000e+02 1.000000000000000000e+00 1.063000000000000000e+09 1.050000000000000000e+09 1.070000000000000000e+09 9.231000000000000000e+07 6.261000000000000000e+07 7.326000000000000000e+07
1.000000000000000000e+05 2.000000000000000000e+02 2.320000000000000000e+02 1.000000000000000000e+00 2.519000000000000000e+07 2.407000000000000000e+07 1.382000000000000000e+07 1.387000000000000000e+07 1.350000000000000000e+07 1.350000000000000000e+07
2.000000000000000000e+02 1.000000000000000000e+05 4.880000000000000000e+02 1.780000000000000027e+00 2.132000000000000000e+08 2.133000000000000000e+08 2.694000000000000000e+08 1.900000000000000000e+07 1.555000000000000000e+08 1.345000000000000000e+07
2.000000000000000000e+02 1.000000000000000000e+05 1.700000000000000000e+01 1.909999999999999920e+00 2.126000000000000000e+08 2.478000000000000000e+07 2.661000000000000000e+08 2.764000000000000000e+07 1.512000000000000000e+08 2.149000000000000000e+07
1.000000000000000000e+05 2.000000000000000000e+02 2.070000000000000000e+02 1.000000000000000000e+00 2.497000000000000000e+07 2.524000000000000000e+07 1.384000000000000000e+07 1.382000000000000000e+07 1.351000000000000000e+07 1.351000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 2.910000000000000000e+02 1.010000000000000009e+00 1.063000000000000000e+09 1.051000000000000000e+09 1.072000000000000000e+09 1.046000000000000000e+08 6.257000000000000000e+07 6.661000000000000000e+07
2.000000000000000000e+02 1.000000000000000000e+05 1.660000000000000000e+02 1.979999999999999982e+00 2.125000000000000000e+08 2.046000000000000000e+07 2.648000000000000000e+08 2.650000000000000000e+07 1.499000000000000000e+08 1.403000000000000000e+07
2.000000000000000000e+02 1.000000000000000000e+05 3.900000000000000000e+01 1.919999999999999929e+00 2.126000000000000000e+08 2.510000000000000000e+07 2.700000000000000000e+08 1.961000000000000000e+07 1.522000000000000000e+08 1.746000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 4.520000000000000000e+02 9.899999999999999911e-01 1.063000000000000000e+09 1.058000000000000000e+09 1.072000000000000000e+09 9.043000000000000000e+07 6.261000000000000000e+07 7.731000000000000000e+07
2.000000000000000000e+02 1.000000000000000000e+05 2.390000000000000000e+02 1.800000000000000044e+00 2.126000000000000000e+08 7.677000000000000000e+07 2.530000000000000000e+08 2.246000000000000000e+07 1.338000000000000000e+08 1.333000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 2.970000000000000000e+02 1.010000000000000009e+00 1.063000000000000000e+09 1.043000000000000000e+09 1.070000000000000000e+09 1.036000000000000000e+08 6.256000000000000000e+07 6.643000000000000000e+07
1.000000000000000000e+05 2.000000000000000000e+02 4.790000000000000000e+02 1.000000000000000000e+00 2.290000000000000000e+07 2.295000000000000000e+07 1.402000000000000000e+07 1.406000000000000000e+07 1.348000000000000000e+07 1.349000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 1.870000000000000000e+02 1.209999999999999964e+00 1.063000000000000000e+09 1.084000000000000000e+08 1.070000000000000000e+09 1.302000000000000000e+08 6.315000000000000000e+07 6.682000000000000000e+07
7.700000000000000000e+03 7.700000000000000000e+03 2.000000000000000000e+02 1.199999999999999956e+00 6.302000000000000000e+08 7.173000000000000000e+07 6.349000000000000000e+08 7.569000000000000000e+07 3.712000000000000000e+07 3.994000000000000000e+07
2.000000000000000000e+02 1.000000000000000000e+05 2.060000000000000000e+02 3.129999999999999893e+00 2.126000000000000000e+08 3.278000000000000000e+07 2.702000000000000000e+08 2.464000000000000000e+07 1.559000000000000000e+08 1.380000000000000000e+07
1.638400000000000000e+04 2.048000000000000000e+03 5.120000000000000000e+02 1.010000000000000009e+00 3.565000000000000000e+08 3.564000000000000000e+08 1.815000000000000000e+08 2.515000000000000000e+07 2.109000000000000000e+07 2.137000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 1.440000000000000000e+02 1.209999999999999964e+00 1.063000000000000000e+09 9.173000000000000000e+07 1.074000000000000000e+09 1.405000000000000000e+08 6.247000000000000000e+07 6.296000000000000000e+07
1.000000000000000000e+05 2.000000000000000000e+02 2.630000000000000000e+02 1.060000000000000053e+00 2.430000000000000000e+07 2.424000000000000000e+07 1.385000000000000000e+07 1.388000000000000000e+07 1.337000000000000000e+07 1.336000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 3.530000000000000000e+02 1.000000000000000000e+00 1.063000000000000000e+09 1.052000000000000000e+09 1.075000000000000000e+09 9.699000000000000000e+07 6.246000000000000000e+07 6.334000000000000000e+07
1.000000000000000000e+04 7.900000000000000000e+03 2.000000000000000000e+02 1.209999999999999964e+00 8.397000000000000000e+08 9.795000000000000000e+07 8.466000000000000000e+08 1.010000000000000000e+08 4.940000000000000000e+07 5.301000000000000000e+07
1.000000000000000000e+05 2.000000000000000000e+02 1.200000000000000000e+02 9.899999999999999911e-01 2.600000000000000000e+07 1.915000000000000000e+07 1.389000000000000000e+07 1.762000000000000000e+07 1.353000000000000000e+07 1.351000000000000000e+07
2.000000000000000000e+02 1.000000000000000000e+05 1.920000000000000000e+02 1.709999999999999964e+00 2.126000000000000000e+08 2.444000000000000000e+07 2.434000000000000000e+08 2.648000000000000000e+07 1.202000000000000000e+08 1.408000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 3.810000000000000000e+02 9.899999999999999911e-01 1.063000000000000000e+09 1.055000000000000000e+09 1.072000000000000000e+09 9.566000000000000000e+07 6.261000000000000000e+07 8.118000000000000000e+07
2.000000000000000000e+02 1.000000000000000000e+05 3.740000000000000000e+02 1.030000000000000027e+00 2.126000000000000000e+08 2.125000000000000000e+08 2.159000000000000000e+08 1.943000000000000000e+07 1.281000000000000000e+07 1.293000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 1.820000000000000000e+02 1.209999999999999964e+00 1.063000000000000000e+09 1.069000000000000000e+08 1.071000000000000000e+09 1.319000000000000000e+08 6.262000000000000000e+07 6.798000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 4.810000000000000000e+02 1.000000000000000000e+00 1.063000000000000000e+09 1.064000000000000000e+09 1.072000000000000000e+09 8.932000000000000000e+07 6.302000000000000000e+07 8.115000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 3.510000000000000000e+02 1.000000000000000000e+00 1.063000000000000000e+09 1.047000000000000000e+09 1.071000000000000000e+09 9.828000000000000000e+07 6.284000000000000000e+07 7.745000000000000000e+07
2.000000000000000000e+02 1.000000000000000000e+05 3.790000000000000000e+02 1.600000000000000089e+00 2.133000000000000000e+08 2.132000000000000000e+08 2.493000000000000000e+08 1.996000000000000000e+07 1.056000000000000000e+08 1.413000000000000000e+07
1.000000000000000000e+05 2.000000000000000000e+02 1.630000000000000000e+02 1.000000000000000000e+00 2.307000000000000000e+07 1.940000000000000000e+07 1.396000000000000000e+07 1.707000000000000000e+07 1.350000000000000000e+07 1.350000000000000000e+07
2.000000000000000000e+02 1.000000000000000000e+05 1.300000000000000000e+01 1.449999999999999956e+00 2.126000000000000000e+08 2.870000000000000000e+07 2.243000000000000000e+08 3.228000000000000000e+07 6.470000000000000000e+07 2.409000000000000000e+07
1.000000000000000000e+05 2.000000000000000000e+02 5.090000000000000000e+02 1.000000000000000000e+00 2.561000000000000000e+07 2.517000000000000000e+07 1.381000000000000000e+07 1.384000000000000000e+07 1.349000000000000000e+07 1.349000000000000000e+07
7.300000000000000000e+03 7.300000000000000000e+03 2.000000000000000000e+02 1.189999999999999947e+00 5.664000000000000000e+08 7.837000000000000000e+07 5.699000000000000000e+08 6.751000000000000000e+07 3.338000000000000000e+07 3.606000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 2.410000000000000000e+02 1.129999999999999893e+00 1.063000000000000000e+09 4.144000000000000000e+08 1.071000000000000000e+09 1.114000000000000000e+08 6.252000000000000000e+07 6.288000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 2.400000000000000000e+02 1.129999999999999893e+00 1.063000000000000000e+09 3.976000000000000000e+08 1.070000000000000000e+09 1.122000000000000000e+08 6.292000000000000000e+07 6.723000000000000000e+07
1.000000000000000000e+04 4.000000000000000000e+02 2.000000000000000000e+02 1.159999999999999920e+00 4.255000000000000000e+07 5.999000000000000000e+06 2.610000000000000000e+06 4.853000000000000000e+06 2.469000000000000000e+06 2.513000000000000000e+06
1.000000000000000000e+04 1.000000000000000000e+04 3.220000000000000000e+02 1.000000000000000000e+00 1.063000000000000000e+09 1.061000000000000000e+09 1.070000000000000000e+09 1.003000000000000000e+08 6.318000000000000000e+07 6.939000000000000000e+07
2.000000000000000000e+02 1.000000000000000000e+05 3.450000000000000000e+02 1.020000000000000018e+00 2.126000000000000000e+08 2.129000000000000000e+08 2.146000000000000000e+08 1.988000000000000000e+07 1.433000000000000000e+07 1.321000000000000000e+07
1.000000000000000000e+05 2.000000000000000000e+02 3.090000000000000000e+02 1.000000000000000000e+00 2.624000000000000000e+07 2.612000000000000000e+07 1.372000000000000000e+07 1.371000000000000000e+07 1.350000000000000000e+07 1.350000000000000000e+07
4.096000000000000000e+03 4.096000000000000000e+03 1.024000000000000000e+03 1.000000000000000000e+00 1.783000000000000000e+08 1.783000000000000000e+08 1.812000000000000000e+08 2.419000000000000000e+07 1.048000000000000000e+07 1.082000000000000000e+07
2.000000000000000000e+02 1.000000000000000000e+05 3.780000000000000000e+02 1.530000000000000027e+00 2.134000000000000000e+08 2.126000000000000000e+08 2.485000000000000000e+08 1.988000000000000000e+07 1.238000000000000000e+08 1.339000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 3.820000000000000000e+02 1.010000000000000009e+00 1.063000000000000000e+09 1.057000000000000000e+09 1.071000000000000000e+09 9.548000000000000000e+07 6.262000000000000000e+07 6.789000000000000000e+07
2.000000000000000000e+02 1.000000000000000000e+05 1.680000000000000000e+02 2.009999999999999787e+00 2.126000000000000000e+08 2.071000000000000000e+07 2.613000000000000000e+08 2.642000000000000000e+07 1.445000000000000000e+08 1.401000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 1.170000000000000000e+02 1.120000000000000107e+00 1.063000000000000000e+09 9.489000000000000000e+07 1.073000000000000000e+09 7.829000000000000000e+07 6.252000000000000000e+07 6.946000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 1.080000000000000000e+02 1.080000000000000071e+00 1.063000000000000000e+09 9.702000000000000000e+07 1.072000000000000000e+09 7.631000000000000000e+07 6.256000000000000000e+07 6.889000000000000000e+07
2.000000000000000000e+02 1.000000000000000000e+05 2.000000000000000000e+02 1.530000000000000027e+00 2.126000000000000000e+08 2.821000000000000000e+07 2.253000000000000000e+08 2.520000000000000000e+07 6.990000000000000000e+07 1.322000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 3.880000000000000000e+02 1.010000000000000009e+00 1.063000000000000000e+09 1.064000000000000000e+09 1.071000000000000000e+09 9.493000000000000000e+07 6.261000000000000000e+07 6.826000000000000000e+07
1.000000000000000000e+05 2.000000000000000000e+02 6.700000000000000000e+01 9.399999999999999467e-01 2.434000000000000000e+07 2.193000000000000000e+07 1.449000000000000000e+07 1.581000000000000000e+07 1.352000000000000000e+07 1.351000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 2.460000000000000000e+02 1.120000000000000107e+00 1.063000000000000000e+09 4.660000000000000000e+08 1.071000000000000000e+09 1.119000000000000000e+08 6.259000000000000000e+07 6.663000000000000000e+07
2.000000000000000000e+02 1.000000000000000000e+05 2.780000000000000000e+02 1.580000000000000071e+00 2.125000000000000000e+08 1.861000000000000000e+08 2.525000000000000000e+08 2.100000000000000000e+07 1.322000000000000000e+08 1.325000000000000000e+07
2.000000000000000000e+02 1.000000000000000000e+05 1.450000000000000000e+02 2.250000000000000000e+00 2.126000000000000000e+08 1.884000000000000000e+07 2.718000000000000000e+08 2.565000000000000000e+07 1.540000000000000000e+08 1.405000000000000000e+07
2.000000000000000000e+02 1.000000000000000000e+05 1.020000000000000000e+02 2.270000000000000018e+00 2.126000000000000000e+08 1.948000000000000000e+07 2.729000000000000000e+08 1.521000000000000000e+07 1.525000000000000000e+08 1.414000000000000000e+07
2.000000000000000000e+02 1.000000000000000000e+05 4.800000000000000000e+01 2.029999999999999805e+00 2.126000000000000000e+08 2.550000000000000000e+07 2.730000000000000000e+08 1.853000000000000000e+07 1.535000000000000000e+08 1.654000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 3.040000000000000000e+02 1.000000000000000000e+00 1.063000000000000000e+09 1.055000000000000000e+09 1.072000000000000000e+09 1.026000000000000000e+08 6.257000000000000000e+07 6.882000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 4.950000000000000000e+02 1.010000000000000009e+00 1.063000000000000000e+09 1.054000000000000000e+09 1.071000000000000000e+09 8.833000000000000000e+07 6.257000000000000000e+07 6.738000000000000000e+07
8.500000000000000000e+03 1.000000000000000000e+04 2.000000000000000000e+02 1.209999999999999964e+00 9.034000000000000000e+08 1.099000000000000000e+08 9.124000000000000000e+08 1.071000000000000000e+08 5.312000000000000000e+07 5.691000000000000000e+07
2.000000000000000000e+02 1.000000000000000000e+05 5.000000000000000000e+02 2.000000000000000000e+00 2.126000000000000000e+08 2.127000000000000000e+08 2.718000000000000000e+08 1.834000000000000000e+07 1.536000000000000000e+08 1.563000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 3.680000000000000000e+02 1.040000000000000036e+00 1.065000000000000000e+09 1.058000000000000000e+09 1.069000000000000000e+09 9.835000000000000000e+07 6.276000000000000000e+07 7.678000000000000000e+07
2.000000000000000000e+02 1.000000000000000000e+05 1.140000000000000000e+02 2.589999999999999858e+00 2.126000000000000000e+08 1.910000000000000000e+07 2.728000000000000000e+08 1.561000000000000000e+07 1.538000000000000000e+08 1.413000000000000000e+07
2.000000000000000000e+02 1.000000000000000000e+05 3.580000000000000000e+02 1.610000000000000098e+00 2.130000000000000000e+08 2.125000000000000000e+08 2.521000000000000000e+08 1.989000000000000000e+07 1.302000000000000000e+08 1.330000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 3.690000000000000000e+02 1.040000000000000036e+00 1.065000000000000000e+09 1.061000000000000000e+09 1.069000000000000000e+09 9.799000000000000000e+07 6.274000000000000000e+07 7.700000000000000000e+07
2.000000000000000000e+02 1.000000000000000000e+05 7.400000000000000000e+01 2.259999999999999787e+00 2.126000000000000000e+08 2.153000000000000000e+07 2.725000000000000000e+08 1.614000000000000000e+07 1.538000000000000000e+08 1.498000000000000000e+07
2.000000000000000000e+02 1.000000000000000000e+05 3.730000000000000000e+02 1.870000000000000107e+00 2.126000000000000000e+08 2.127000000000000000e+08 2.716000000000000000e+08 1.953000000000000000e+07 1.536000000000000000e+08 1.393000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 2.060000000000000000e+02 1.199999999999999956e+00 1.063000000000000000e+09 1.431000000000000000e+08 1.071000000000000000e+09 1.239000000000000000e+08 6.262000000000000000e+07 6.735000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 3.410000000000000000e+02 1.010000000000000009e+00 1.063000000000000000e+09 1.052000000000000000e+09 1.071000000000000000e+09 9.925000000000000000e+07 6.261000000000000000e+07 6.825000000000000000e+07
2.000000000000000000e+02 1.000000000000000000e+05 2.520000000000000000e+02 1.500000000000000000e+00 2.126000000000000000e+08 9.812000000000000000e+07 2.319000000000000000e+08 2.184000000000000000e+07 6.306000000000000000e+07 1.355000000000000000e+07
1.000000000000000000e+05 2.000000000000000000e+02 2.760000000000000000e+02 1.000000000000000000e+00 2.520000000000000000e+07 2.532000000000000000e+07 1.385000000000000000e+07 1.385000000000000000e+07 1.348000000000000000e+07 1.349000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 1.260000000000000000e+02 1.149999999999999911e+00 1.063000000000000000e+09 9.174000000000000000e+07 1.072000000000000000e+09 9.120000000000000000e+07 6.255000000000000000e+07 6.748000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 4.210000000000000000e+02 9.899999999999999911e-01 1.063000000000000000e+09 1.064000000000000000e+09 1.073000000000000000e+09 9.246000000000000000e+07 6.262000000000000000e+07 8.131000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 3.910000000000000000e+02 1.020000000000000018e+00 1.063000000000000000e+09 1.044000000000000000e+09 1.074000000000000000e+09 9.401000000000000000e+07 6.247000000000000000e+07 6.338000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 1.400000000000000000e+02 1.209999999999999964e+00 1.063000000000000000e+09 9.648000000000000000e+07 1.071000000000000000e+09 1.431000000000000000e+08 6.249000000000000000e+07 6.793000000000000000e+07
1.000000000000000000e+05 2.000000000000000000e+02 1.040000000000000000e+02 9.799999999999999822e-01 2.603000000000000000e+07 1.924000000000000000e+07 1.375000000000000000e+07 1.487000000000000000e+07 1.341000000000000000e+07 1.340000000000000000e+07
2.000000000000000000e+02 1.000000000000000000e+05 1.380000000000000000e+02 3.040000000000000036e+00 2.126000000000000000e+08 1.902000000000000000e+07 2.683000000000000000e+08 2.478000000000000000e+07 1.580000000000000000e+08 1.409000000000000000e+07
1.000000000000000000e+05 2.000000000000000000e+02 2.790000000000000000e+02 1.000000000000000000e+00 2.541000000000000000e+07 2.511000000000000000e+07 1.379000000000000000e+07 1.384000000000000000e+07 1.348000000000000000e+07 1.349000000000000000e+07
1.000000000000000000e+04 2.600000000000000000e+03 2.000000000000000000e+02 1.199999999999999956e+00 2.764000000000000000e+08 3.593000000000000000e+07 2.289000000000000000e+08 3.259000000000000000e+07 1.633000000000000000e+07 1.669000000000000000e+07
2.000000000000000000e+02 1.000000000000000000e+05 2.800000000000000000e+01 2.939999999999999947e+00 2.126000000000000000e+08 2.216000000000000000e+07 2.703000000000000000e+08 2.305000000000000000e+07 1.556000000000000000e+08 1.832000000000000000e+07
2.200000000000000000e+03 1.000000000000000000e+04 2.000000000000000000e+02 1.199999999999999956e+00 2.338000000000000000e+08 3.087000000000000000e+07 2.356000000000000000e+08 2.765000000000000000e+07 1.378000000000000000e+07 1.469000000000000000e+07
1.000000000000000000e+05 2.000000000000000000e+02 4.280000000000000000e+02 1.000000000000000000e+00 2.416000000000000000e+07 2.324000000000000000e+07 1.385000000000000000e+07 1.394000000000000000e+07 1.351000000000000000e+07 1.351000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 8.200000000000000000e+01 1.070000000000000062e+00 1.063000000000000000e+09 1.042000000000000000e+08 1.070000000000000000e+09 7.644000000000000000e+07 6.257000000000000000e+07 6.832000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 4.900000000000000000e+01 1.040000000000000036e+00 1.063000000000000000e+09 1.235000000000000000e+08 1.071000000000000000e+09 8.414000000000000000e+07 6.253000000000000000e+07 6.740000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 1.120000000000000000e+02 1.100000000000000089e+00 1.063000000000000000e+09 9.591000000000000000e+07 1.074000000000000000e+09 7.765000000000000000e+07 6.249000000000000000e+07 6.926000000000000000e+07
1.000000000000000000e+05 2.000000000000000000e+02 4.590000000000000000e+02 1.000000000000000000e+00 2.306000000000000000e+07 2.258000000000000000e+07 1.397000000000000000e+07 1.407000000000000000e+07 1.340000000000000000e+07 1.340000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 1.650000000000000000e+02 1.209999999999999964e+00 1.063000000000000000e+09 9.846000000000000000e+07 1.071000000000000000e+09 1.379000000000000000e+08 6.254000000000000000e+07 6.692000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 2.600000000000000000e+01 1.189999999999999947e+00 1.063000000000000000e+09 1.087000000000000000e+08 1.071000000000000000e+09 1.032000000000000000e+08 6.254000000000000000e+07 6.260000000000000000e+07
2.000000000000000000e+02 1.000000000000000000e+05 3.310000000000000000e+02 1.020000000000000018e+00 2.132000000000000000e+08 2.129000000000000000e+08 2.192000000000000000e+08 2.083000000000000000e+07 1.290000000000000000e+07 1.304000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 1.110000000000000000e+02 1.090000000000000080e+00 1.063000000000000000e+09 9.727000000000000000e+07 1.072000000000000000e+09 7.663000000000000000e+07 6.246000000000000000e+07 6.924000000000000000e+07
2.000000000000000000e+02 1.000000000000000000e+05 9.400000000000000000e+01 1.739999999999999991e+00 2.126000000000000000e+08 2.056000000000000000e+07 2.575000000000000000e+08 1.631000000000000000e+07 1.413000000000000000e+08 1.489000000000000000e+07
2.000000000000000000e+02 1.000000000000000000e+05 2.750000000000000000e+02 1.570000000000000062e+00 2.126000000000000000e+08 1.766000000000000000e+08 2.500000000000000000e+08 2.115000000000000000e+07 1.272000000000000000e+08 1.328000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 5.800000000000000000e+01 1.070000000000000062e+00 1.063000000000000000e+09 1.160000000000000000e+08 1.071000000000000000e+09 8.040000000000000000e+07 6.248000000000000000e+07 6.357000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 3.500000000000000000e+02 1.000000000000000000e+00 1.063000000000000000e+09 1.045000000000000000e+09 1.071000000000000000e+09 9.816000000000000000e+07 6.288000000000000000e+07 7.743000000000000000e+07
1.000000000000000000e+05 2.000000000000000000e+02 2.550000000000000000e+02 1.000000000000000000e+00 2.555000000000000000e+07 2.449000000000000000e+07 1.376000000000000000e+07 1.386000000000000000e+07 1.350000000000000000e+07 1.350000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 1.970000000000000000e+02 1.209999999999999964e+00 1.063000000000000000e+09 1.242000000000000000e+08 1.071000000000000000e+09 1.268000000000000000e+08 6.255000000000000000e+07 6.462000000000000000e+07
1.000000000000000000e+02 1.000000000000000000e+04 5.120000000000000000e+02 1.000000000000000000e+00 1.063000000000000000e+07 1.057000000000000000e+07 1.064000000000000000e+07 9.303000000000000000e+05 2.300000000000000000e+01 1.000000000000000000e+00
1.000000000000000000e+05 2.000000000000000000e+02 3.100000000000000000e+01 9.300000000000000488e-01 2.321000000000000000e+07 2.283000000000000000e+07 1.397000000000000000e+07 1.362000000000000000e+07 1.351000000000000000e+07 1.349000000000000000e+07
2.900000000000000000e+03 2.900000000000000000e+03 2.000000000000000000e+02 1.199999999999999956e+00 8.939000000000000000e+07 9.846000000000000000e+06 9.049000000000000000e+07 1.077000000000000000e+07 5.287000000000000000e+06 5.874000000000000000e+06
1.000000000000000000e+04 1.000000000000000000e+04 4.780000000000000000e+02 1.000000000000000000e+00 1.063000000000000000e+09 1.064000000000000000e+09 1.071000000000000000e+09 8.898000000000000000e+07 6.302000000000000000e+07 8.063000000000000000e+07
1.000000000000000000e+05 2.000000000000000000e+02 3.600000000000000000e+01 9.300000000000000488e-01 2.366000000000000000e+07 2.415000000000000000e+07 1.390000000000000000e+07 1.372000000000000000e+07 1.351000000000000000e+07 1.349000000000000000e+07
1.000000000000000000e+05 2.000000000000000000e+02 3.800000000000000000e+02 1.000000000000000000e+00 2.513000000000000000e+07 2.552000000000000000e+07 1.382000000000000000e+07 1.385000000000000000e+07 1.350000000000000000e+07 1.350000000000000000e+07
2.000000000000000000e+02 1.000000000000000000e+05 3.240000000000000000e+02 2.120000000000000107e+00 2.133000000000000000e+08 2.127000000000000000e+08 2.717000000000000000e+08 2.078000000000000000e+07 1.239000000000000000e+08 1.325000000000000000e+07
4.000000000000000000e+02 1.000000000000000000e+04 2.000000000000000000e+02 1.209999999999999964e+00 4.251000000000000000e+07 5.116000000000000000e+06 4.292000000000000000e+07 5.017000000000000000e+06 2.509000000000000000e+06 2.613000000000000000e+06
1.000000000000000000e+04 2.900000000000000000e+03 2.000000000000000000e+02 1.209999999999999964e+00 3.082000000000000000e+08 3.394000000000000000e+07 2.403000000000000000e+08 3.694000000000000000e+07 1.821000000000000000e+07 1.873000000000000000e+07
1.000000000000000000e+05 2.000000000000000000e+02 2.400000000000000000e+02 1.000000000000000000e+00 2.389000000000000000e+07 2.422000000000000000e+07 1.390000000000000000e+07 1.388000000000000000e+07 1.350000000000000000e+07 1.350000000000000000e+07
3.300000000000000000e+03 3.300000000000000000e+03 2.000000000000000000e+02 1.209999999999999964e+00 1.157000000000000000e+08 1.333000000000000000e+07 1.169000000000000000e+08 1.389000000000000000e+07 6.826000000000000000e+06 6.979000000000000000e+06
2.000000000000000000e+02 1.000000000000000000e+05 2.530000000000000000e+02 1.120000000000000107e+00 2.126000000000000000e+08 9.966000000000000000e+07 2.152000000000000000e+08 2.168000000000000000e+07 1.323000000000000000e+07 1.316000000000000000e+07
4.096000000000000000e+03 1.638400000000000000e+04 1.280000000000000000e+02 1.179999999999999938e+00 7.132000000000000000e+08 6.184000000000000000e+07 7.208000000000000000e+08 9.015000000000000000e+07 4.195000000000000000e+07 4.914000000000000000e+07
1.000000000000000000e+05 2.000000000000000000e+02 4.910000000000000000e+02 1.010000000000000009e+00 2.354000000000000000e+07 2.317000000000000000e+07 1.395000000000000000e+07 1.399000000000000000e+07 1.348000000000000000e+07 1.348000000000000000e+07
1.000000000000000000e+04 2.700000000000000000e+03 2.000000000000000000e+02 1.189999999999999947e+00 2.871000000000000000e+08 4.061000000000000000e+07 2.763000000000000000e+08 3.408000000000000000e+07 1.691000000000000000e+07 1.696000000000000000e+07
1.000000000000000000e+05 2.000000000000000000e+02 4.900000000000000000e+02 1.000000000000000000e+00 2.520000000000000000e+07 2.398000000000000000e+07 1.391000000000000000e+07 1.405000000000000000e+07 1.348000000000000000e+07 1.349000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 3.800000000000000000e+01 1.060000000000000053e+00 1.063000000000000000e+09 1.231000000000000000e+08 1.071000000000000000e+09 8.923000000000000000e+07 6.254000000000000000e+07 6.290000000000000000e+07
2.000000000000000000e+02 1.000000000000000000e+05 4.060000000000000000e+02 1.590000000000000080e+00 2.126000000000000000e+08 2.125000000000000000e+08 2.593000000000000000e+08 1.904000000000000000e+07 1.434000000000000000e+08 1.327000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 4.420000000000000000e+02 1.010000000000000009e+00 1.063000000000000000e+09 1.060000000000000000e+09 1.073000000000000000e+09 9.127000000000000000e+07 6.245000000000000000e+07 6.856000000000000000e+07
1.000000000000000000e+05 2.000000000000000000e+02 2.540000000000000000e+02 1.000000000000000000e+00 2.316000000000000000e+07 2.501000000000000000e+07 1.389000000000000000e+07 1.377000000000000000e+07 1.342000000000000000e+07 1.342000000000000000e+07
1.000000000000000000e+05 2.000000000000000000e+02 3.930000000000000000e+02 1.000000000000000000e+00 2.710000000000000000e+07 2.649000000000000000e+07 1.361000000000000000e+07 1.369000000000000000e+07 1.349000000000000000e+07 1.349000000000000000e+07
1.000000000000000000e+05 2.000000000000000000e+02 3.600000000000000000e+02 1.000000000000000000e+00 2.367000000000000000e+07 2.432000000000000000e+07 1.413000000000000000e+07 1.410000000000000000e+07 1.353000000000000000e+07 1.353000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 3.330000000000000000e+02 1.000000000000000000e+00 1.063000000000000000e+09 1.063000000000000000e+09 1.070000000000000000e+09 9.912000000000000000e+07 6.256000000000000000e+07 6.629000000000000000e+07
1.000000000000000000e+05 2.000000000000000000e+02 3.790000000000000000e+02 1.000000000000000000e+00 2.362000000000000000e+07 2.328000000000000000e+07 1.404000000000000000e+07 1.410000000000000000e+07 1.349000000000000000e+07 1.347000000000000000e+07
