16,6250000,0.000,800000.000
16,6250000,0.000,800000.000
16,6250000,0.000,inf
16,6250000,0.000,800000.000
32,3125000,0.000,800000.000
32,3125000,0.000,800000.000
32,3125000,0.000,800000.000
48,2083333,0.000,799999.872
64,1562500,0.000,inf
64,1562500,0.000,inf
80,1250000,0.000,inf
96,1041666,0.000,inf
112,892857,0.000,inf
144,694444,0.000,inf
160,625000,0.000,inf
192,520833,0.000,inf
224,446428,0.000,inf
272,367647,0.000,799999.872
320,312500,0.000,800000.000
384,260416,0.000,inf
448,223214,0.000,799998.976
528,189393,0.000,799996.032
624,160256,0.000,799997.952
736,135869,0.000,inf
864,115740,0.000,inf
1008,99206,0.000,inf
1200,83333,0.000,799996.800
1408,71022,0.000,inf
1648,60679,0.000,inf
1936,51652,0.000,799986.176
2288,43706,0.000,399997.312
2688,37202,0.000,399995.904
3152,31725,0.000,399988.800
3712,26939,0.000,399990.272
4352,22977,0.000,399983.616
5120,19531,0.000,266663.253
6016,16622,0.000,266661.205
7072,14140,0.000,199996.160
8304,12042,0.000,199993.536
9760,10245,0.000,159985.920
11472,8716,0.000,159983.923
13488,7413,0.000,133315.392
15840,6313,0.000,99997.920
18608,5374,0.000,79999.514
21872,4572,0.000,66665.856
25696,3891,0.000,57133.221
30192,3312,0.000,44442.624
35472,2819,0.000,36362.025
41680,2399,0.000,31996.902
48976,2041,0.000,26656.004
57536,1738,0.000,22221.682
67600,1479,0.000,19043.886
79424,1259,0.000,16325.684
93312,1071,0.000,13784.435
109632,912,0.000,11762.869
128816,776,0.000,9996.122
151344,660,0.000,8323.920
177824,562,0.000,6345.212
208928,478,0.000,6052.581
245456,407,0.000,5189.641
288400,346,0.000,4410.449
338832,295,0.000,3771.903
398096,251,0.000,3210.348
467728,213,0.000,2720.166
549536,181,0.000,2293.165
645648,154,0.000,1978.702
758576,131,0.000,1645.937
891248,112,0.001,1413.377
1047120,95,0.001,1213.127
1230256,81,0.001,1032.650
1445424,69,0.001,873.904
1698240,58,0.001,734.374
1995248,50,0.001,580.858
2344224,42,0.002,343.656
2754224,36,0.003,230.385
3235936,30,0.005,163.397
3801888,26,0.006,136.532
4466832,22,0.007,116.919
5248064,19,0.008,100.429
6165936,16,0.009,84.855
7244352,13,0.011,69.152
8511376,11,0.013,56.954
10000000,10,0.015,52.795
