16,6250000,0.000,inf
16,6250000,0.000,inf
16,6250000,0.000,inf
16,6250000,0.000,inf
32,3125000,0.000,inf
32,3125000,0.000,inf
32,3125000,0.000,inf
48,2083333,0.000,inf
64,1562500,0.000,inf
64,1562500,0.000,inf
80,1250000,0.000,inf
96,1041666,0.000,inf
112,892857,0.000,inf
144,694444,0.000,inf
160,625000,0.000,800000.000
192,520833,0.000,inf
224,446428,0.000,inf
272,367647,0.000,799999.872
320,312500,0.000,inf
384,260416,0.000,inf
448,223214,0.000,inf
528,189393,0.000,inf
624,160256,0.000,inf
736,135869,0.000,inf
864,115740,0.000,inf
1008,99206,0.000,inf
1200,83333,0.000,inf
1408,71022,0.000,inf
1648,60679,0.000,inf
1936,51652,0.000,inf
2288,43706,0.000,799994.624
2688,37202,0.000,799991.808
3152,31725,0.000,799977.600
3712,26939,0.000,399990.272
4352,22977,0.000,399983.616
5120,19531,0.000,399994.880
6016,16622,0.000,266661.205
7072,14140,0.000,266661.547
8304,12042,0.000,266658.048
9760,10245,0.000,159985.920
11472,8716,0.000,199979.904
13488,7413,0.000,133315.392
15840,6313,0.000,99997.920
18608,5374,0.000,72726.831
21872,4572,0.000,72726.388
25696,3891,0.000,53324.339
30192,3312,0.000,44442.624
35472,2819,0.000,38093.550
41680,2399,0.000,33330.107
48976,2041,0.000,27575.177
57536,1738,0.000,22221.682
67600,1479,0.000,19043.886
79424,1259,0.000,16665.803
93312,1071,0.000,14026.267
109632,912,0.000,11938.434
128816,776,0.000,9996.122
151344,660,0.000,8501.025
177824,562,0.000,7202.673
208928,478,0.000,6193.339
245456,407,0.000,5156.160
288400,346,0.000,4315.088
338832,295,0.000,3754.195
398096,251,0.000,3147.153
467728,213,0.000,2720.166
549536,181,0.000,2313.163
645648,154,0.000,1968.907
758576,131,0.000,1663.154
891248,112,0.001,1423.455
1047120,95,0.001,1209.440
1230256,81,0.001,1032.650
1445424,69,0.001,875.822
1698240,58,0.001,733.690
1995248,50,0.001,559.677
2344224,42,0.002,351.007
2754224,36,0.003,229.452
3235936,30,0.005,161.259
3801888,26,0.006,136.391
4466832,22,0.007,115.561
5248064,19,0.008,100.568
6165936,16,0.009,84.060
7244352,13,0.011,69.401
8511376,11,0.013,56.928
10000000,10,0.015,52.407
